Year,Name,Author,Title,Abstract,Citations
2014,peptide antigen,Refat Sharmin,A highly conserved WDYPKCDRA epitope in the RNA directed RNA polymerase of human coronaviruses can be used as epitope-based universal vaccine design,Here we suggest in vivo study of our identified novel peptide antigen in RNA directed RNA polymerase protein for universal vaccine – which may be the way to prevent all human coronavirus disease.,32
